name,taxon,status_species,spending,region_num,priority,priority_threat,priority_potential,priority_rarity,conflict,ngenus,CommonNameFlag,ngrams_science,ngrams_common
Pseudemys alabamensis,Reptiles,1,78840.69,1,5,3,1,2,0,7,0,-0.1638258,-0.122832
Hemignathus hanapepe,Birds,1,60438.27,1,5,3,1,2,0,7,0,-0.1638258,-0.122832
Rhinichthys osculus nevadensis,Fishes,1,89121.68,1,9,2,2,1,0,9,0,-0.1433436,-0.1191706
Numenius borealis,Birds,Prob. Extinct,1721.278,3,5,3,1,2,0,8,0,0.2816759,0.09027048
Loxops ochraceus,Birds,Prob. Extinct,62527.25,1,6,3,1,1,0,5,0,-0.1638258,-0.122832
Charadrius nivosus nivosus,Birds,3,4582105,4,3,3,2,1,1,31,0,-0.1623924,0.6302166
Peromyscus polionotus allophrys,Mammals,1,148420.4,1,3,3,2,1,1,57,0,-0.1638258,-0.122832
Myotis sodalis,Mammals,2,19844228,4,8,2,2,2,0,143,0,2.435086,-0.06909208
Myadestes lanaiensis rutha,Birds,Prob. Extinct,4098.281,1,5,3,1,2,0,12,1,-0.140527,-0.1153595
Pterodroma sandwichensis,Birds,2,480957.2,1,2,3,2,2,0,34,1,-0.1152589,-0.09942818
Scaphirhynchus suttkusi,Fishes,1,215849.7,1,5,3,1,2,0,5,0,-0.07883425,-0.03366428
Rallus obsoletus,Birds,1,658042.8,1,3,3,2,1,1,9,0,-0.1638258,-0.122832
Somateria fischeri,Birds,2,695489.7,1,5,3,1,2,0,3,0,0.27330140000000003,0.1015978
Acipenser transmontanus,Fishes,4,10161041,2,3,3,2,1,1,21,0,1.704303,1.14536
Corynorhinus townsendii virginianus,Mammals,4,98884.7,2,9,2,2,1,1,3,0,-0.1638258,-0.122832
Anas wyvilliana,Birds,1,584629,1,2,3,2,2,0,44,0,0.04682392,-0.04712517
Arctocephalus townsendi,Mammals,1,113.8412,NA,10,2,1,3,NA,8,0,0.2804127,-0.009173553
Artemisiospiza belli clementeae,Birds,1,89734.15,1,9,2,2,1,0,2,0,-0.1638258,-0.1141423
Himantopus mexicanus knudseni,Birds,2,711740.6,1,9,2,2,1,0,5,0,-0.105394,-0.06848927
Oncorhynchus gilae,Fishes,1,2069518,1,8,2,2,2,0,15,1,0.2106381,0.01791646
Loxioides bailleui,Birds,1,1310044,1,1,3,2,3,0,1,0,-0.04875553,0.2535295
Catostomus warnerensis,Fishes,1,274098.8,2,2,3,2,2,1,26,0,-0.05895925,-0.09618027
Gasterosteus aculeatus williamsoni,Fishes,1,66580,1,3,3,2,1,0,2,0,-0.09382259,-0.09577505
Dipodomys nitratoides exilis,Mammals,1,147022.4,1,3,3,2,1,1,20,0,-0.1185902,-0.1052599
Gila nigrescens,Fishes,1,71435.32,1,2,3,2,2,0,20,0,-0.1159073,-0.1159264
Physeter macrocephalus,Mammals,UNK,1035326,NA,7,2,2,3,NA,1,0,3.474684,4.156155
Melozone crissalis eremophilus,Birds,1,103012.6,1,15,1,2,1,0,8,0,-0.1638258,-0.07188085
Strix occidentalis lucida,Birds,3,2428310,2,9,2,2,1,1,22,0,0.4381437,0.52735
Percina tanasi,Fishes,2,46561.03,1,11,2,1,2,0,49,1,0.04528889,0.4174992
Gambelia sila,Reptiles,1,155265.7,1,2,3,2,2,1,6,0,-0.1638258,-0.122832
Etheostoma scotti,Fishes,2,8680843,1,2,3,2,2,1,145,1,-0.1638258,-0.1191217
Puma concolor coryi,Mammals,1,2746042,1,6,3,1,1,1,2,1,0.2719884,0.9127352
Gymnogyps californianus,Birds,1,4770897,3,4,3,1,3,1,1,0,1.068483,0.9138946
Psittirostra psittacea,Birds,1,10803.53,1,4,3,1,3,0,1,0,-0.1638258,-0.122832
Peromyscus polionotus ammobates,Mammals,1,309363.3,1,3,3,2,1,1,57,0,-0.1638258,-0.122832
Vulpes macrotis mutica,Mammals,2,4682729,1,3,3,2,1,1,12,0,-0.1638258,-0.122832
Catostomus microps,Fishes,2,60967.63,NA,14,1,2,2,0,26,0,-0.09663256,-0.09846582
Odocoileus virginianus clavium,Mammals,1,131486.5,1,6,3,1,1,1,2,0,-0.0362207,0.3123636
Sternula antillarum,Birds,4,8048992,4,3,3,2,1,1,7,0,-0.1151983,1.185056
Etheostoma wapiti,Fishes,1,427467.8,1,5,3,1,2,0,145,0,-0.1161317,-0.1045148
Colinus virginianus ridgwayi,Birds,1,338677.4,1,6,3,1,1,0,4,0,-0.06994699,0.01396694
Plethodon nettingi,Amphibians,2,175909.6,1,8,2,2,2,1,59,0,-0.06742158,-0.07342869
Anaxyrus baxteri,Amphibians,1,107601.5,1,2,3,2,2,0,24,1,-0.1638258,-0.04951335
Glaucomys sabrinus coloratus,Mammals,1,34835.39,2,6,3,1,1,1,2,0,0.002413805,-0.1096321
Enhydra lutris kenyoni,Mammals,2,274158,1,6,3,1,1,0,1,0,-0.01003046,-0.06394053
Oncorhynchus clarkii henshawi,Fishes,3,5344226,3,3,3,2,1,1,15,1,-0.1521911,0.2340403
Oncorhynchus apache,Fishes,3,1142048,1,14,1,2,2,1,15,0,0.1276526,0.04151142
Fulica alai,Birds,2,870718.6,1,8,2,2,2,0,11,1,-0.1237661,-0.122402
Urocyon littoralis santacruzae,Mammals,1,368096.3,NA,3,3,2,1,0,2,0,-0.1237806,-0.1070061
Ursus americanus luteolus,Mammals,2,7224141,NA,9,2,2,1,0,4,0,0.1077031,0.06857371
Gila purpurea,Fishes,1,132397.3,1,5,3,1,2,0,20,0,-0.1240125,-0.1125507
Sciurus niger cinereus,Mammals,3,1694069,NA,15,1,2,1,1,28,0,-0.08883279,-0.08783526
Caracara cheriway,Birds,4,6974388,1,8,2,2,2,1,3,0,-0.001675363,0.0940958
Balaenoptera musculus,Mammals,1,646665.6,NA,7,2,2,3,NA,9,0,2.560706,2.553902
Anas laysanensis,Birds,1,291361.6,1,2,3,2,2,0,44,0,0.05136854,-0.08198483
Tamiasciurus hudsonicus grahamensis,Mammals,1,78436.55,1,6,3,1,1,1,3,0,-0.1638258,-0.122832
Dipodomys merriami parvus,Mammals,1,292142.6,1,6,3,1,1,1,20,0,-0.1001746,-0.07980719
Microtus californicus scirpensis,Mammals,1,22421.01,1,6,3,1,1,0,62,0,-0.1010932,-0.1098863
Hybognathus amarus,Fishes,1,13776875,1,2,3,2,2,1,7,0,0.3020488,0.2461746
Plethodon shenandoah,Amphibians,1,119846.3,1,8,2,2,2,0,59,0,-0.08641524,-0.1097306
Lepidomeda albivallis,Fishes,1,54414.93,1,2,3,2,2,1,5,0,-0.1358929,-0.1114085
Troglichthys rosae,Fishes,3,213174.4,3,8,2,2,2,0,NA,0,-0.1580718,-0.09139116
Lasiurus cinereus semotus,Mammals,2,868830,1,9,2,2,1,0,17,0,0.1038061,-0.06229597
Microtus mogollonensis hualpaiensis,Mammals,1,2959.87,NA,4,3,1,3,0,62,0,-0.1638258,-0.1221026
Peromyscus polionotus niveiventris,Mammals,1,148950.9,1,9,2,2,1,1,57,0,-0.1638258,-0.122832
Urocyon littoralis catalinae,Mammals,1,67761.67,1,9,2,2,1,0,2,0,-0.1418133,-0.1121557
Neomonachus schauinslandi,Mammals,2,3261975,NA,1,3,2,3,NA,2,1,-0.1638258,0.2871186
Lynx canadensis,Mammals,4,6891859,5,15,1,2,1,0,4,0,2.028696,1.395949
Perognathus longimembris pacificus,Mammals,1,244169.9,1,3,3,2,1,1,9,0,0.001425207,-0.06456972
Ammodramus savannarum floridanus,Birds,1,708797.8,1,3,3,2,1,1,9,0,-0.09544971,-0.09337091
Drymarchon couperi,Reptiles,3,3676659,1,11,2,1,2,1,6,0,-0.05603888,0.2221549
Ursus maritimus,Mammals,3,3080297,1,5,3,1,2,NA,4,0,3.030095,8.631848
Gila robusta jordani,Fishes,1,101467.8,1,3,3,2,1,1,20,0,-0.1638258,-0.122832
Eucyclogobius newberryi,Fishes,2,370282,3,7,2,2,3,1,1,0,0.3530339,0.07813295
Reithrodontomys raviventris,Mammals,1,534925.9,1,2,3,2,2,1,18,0,-0.1638258,-0.122832
Noturus flavipinnis,Fishes,1,83384.09,2,8,2,2,2,0,28,0,-0.03907191,-0.0815869
Eremichthys acros,Fishes,1,27953.69,1,7,2,2,3,1,1,0,-0.09039807,-0.09614746
Dionda diaboli,Fishes,1,571001,1,2,3,2,2,0,12,0,-0.09564815,-0.09982151
Percina aurolineata,Fishes,2,5919.74,1,8,2,2,2,0,49,0,-0.06980142,-0.1000878
Melamprosops phaeosoma,Birds,1,58400.51,1,4,3,1,3,0,1,0,-0.03028101,-0.05639983
Setophaga kirtlandii,Birds,3,1002897,2,2,3,2,2,1,37,0,-0.1638258,-0.122832
Ovis canadensis sierrae,Mammals,2,417624,1,3,3,2,1,1,5,0,-0.1418391,-0.09315185
Cyprinodon nevadensis pectoralis,Fishes,1,117256.4,1,9,2,2,1,0,44,0,-0.1638258,-0.122832
Tympanuchus cupido attwateri,Birds,1,1654535,1,3,3,2,1,0,3,0,-0.1638258,-0.122832
Plagopterus argentissimus,Fishes,1,2305185,3,1,3,2,3,1,1,0,0.01546544,-0.03563594
Cyprinodon nevadensis mionectes,Fishes,2,324431.3,1,15,1,2,1,0,44,0,-0.1462085,-0.1217788
Urocyon littoralis santarosae,Mammals,1,319540.7,NA,3,3,2,1,0,2,0,-0.1431951,-0.1129886
Eretmochelys imbricata,Reptiles,1,4581776,4,1,3,2,3,NA,1,0,2.697654,0.05357456
Brachylagus idahoensis,Mammals,4,919948.1,1,3,3,2,1,0,1,0,0.3286094,0.180049
Telespiza ultima,Birds,1,10245.7,1,2,3,2,2,0,2,0,-0.1354234,-0.1088295
Balaenoptera borealis,Mammals,2,956822.4,NA,3,3,2,1,NA,9,0,1.151615,0.2636319
Gila cypha,Fishes,1,8427911,3,2,3,2,2,1,20,0,0.5183316,0.3906505
Nerodia clarkii taeniata,Reptiles,1,10154.63,1,12,2,1,1,0,10,0,-0.1638258,-0.122832
Chasiempis ibidis,Birds,1,165940.6,1,3,3,2,1,0,3,0,-0.1638258,-0.122832
Percina rex,Fishes,1,1341271,2,5,3,1,2,1,49,0,-0.01988303,-0.04016124
Urocitellus brunneus,Mammals,1,553429.7,1,3,3,2,1,1,12,1,-0.1638258,-0.05561979
Noturus stanauli,Fishes,1,15368.56,1,5,3,1,2,0,28,0,-0.1012702,-0.0927134
Campephilus principalis,Birds,1,1380368,1,5,3,1,2,0,11,0,-0.1638258,-0.122832
Hemignathus wilsoni,Birds,1,202324.2,1,2,3,2,2,0,7,0,-0.1467933,-0.07599223
Gila seminuda,Fishes,1,846898.5,3,2,3,2,2,1,20,0,-0.04771289,-0.08233714
Paroreomyza maculata,Birds,Prob. Extinct,4314.58,1,5,3,1,2,0,3,0,-0.1638258,-0.122832
Sterna dougallii dougallii,Birds,3,3272463,2,3,3,2,1,0,13,0,-0.09676121,0.1433994
Deltistes luxatus,Fishes,1,5825722,2,4,3,1,3,1,1,0,0.02558336,-0.0436995
Scaphirhynchus albus,Fishes,2,67744519,3,2,3,2,2,1,5,0,0.48062,0.8047688
Nerodia erythrogaster neglecta,Reptiles,3,282708.6,1,3,3,2,1,1,10,0,-0.03174294,-0.1151183
Trichechus manatus,Mammals,2,12569985,2,5,3,1,2,1,3,0,2.698052,0.4015985
Meda fulgida,Fishes,2,6678187,1,4,3,1,3,1,1,0,0.001294831,-0.02873401
Etheostoma rubrum,Fishes,1,4448.912,1,8,2,2,2,1,145,0,-0.09661269,-0.1060967
Hypomesus transpacificus,Fishes,1,2787116,1,2,3,2,2,1,6,0,0.6131578,1.190943
Cyprinodon elegans,Fishes,1,285314.4,1,2,3,2,2,0,44,0,-0.1048196,-0.112596
Lepidomeda mollispinis pratensis,Fishes,1,489517,1,3,3,2,1,0,5,0,-0.1110696,-0.09736888
Myadestes palmeri,Birds,1,309750.4,1,2,3,2,2,0,12,0,-0.1010236,-0.08849406
Empetrichthys latos,Fishes,1,118660,1,11,2,1,2,0,2,0,-0.14430780000000001,-0.1141453
Peromyscus polionotus peninsularis,Mammals,1,116073.6,1,3,3,2,1,1,57,0,-0.1638258,-0.122832
Balaenoptera physalus,Mammals,2,1051680,NA,7,2,2,3,NA,9,0,2.707195,0.7893375
Aphelocoma coerulescens,Birds,2,1891952,1,8,2,2,2,1,9,0,-0.1638258,-0.122832
Dipodomys stephensi,Mammals,2,498989.7,1,2,3,2,2,1,20,0,-0.1638258,-0.122832
Ambystoma macrodactylum croceum,Amphibians,1,2081593,1,6,3,1,1,1,33,0,-0.1638258,-0.122832
Dryobates borealis,Birds,3,42273179,4,8,2,2,2,1,13,0,-0.1638258,-0.122832
Siphateles bicolor snyderi,Fishes,1,116375.3,1,9,2,2,1,0,3,1,-0.1638258,-0.1099713
Notropis simus pecosensis,Fishes,2,1737958,1,3,3,2,1,0,88,0,-0.01412985,-0.02106517
Uma inornata,Reptiles,1,49660.93,1,5,3,1,2,1,7,0,-0.1638258,-0.122832
Dipodomys nitratoides nitratoides,Mammals,1,142092,1,3,3,2,1,1,20,0,-0.1098708,-0.09539941
Telespiza cantans,Birds,1,24823.06,1,2,3,2,2,0,2,0,-0.09167661,-0.07893719
Ammospiza maritima mirabilis,Birds,1,1246785,1,3,3,2,1,1,9,0,-0.1609454,-0.107581
Graptemys flavimaculata,Reptiles,2,50536.36,1,14,1,2,2,0,14,0,-0.1638258,-0.122832
Catostomus santaanae,Fishes,1,72431.43,1,5,3,1,2,1,26,0,-0.02700246,-0.02899033
Oncorhynchus mykiss whitei,Fishes,2,1311.45,1,9,2,2,1,0,15,1,-0.1507757,-0.09005871
Phaeognathus hubrichti,Amphibians,2,62612.63,1,7,2,2,3,0,1,0,-0.02319478,-0.1023741
Nerodia paucimaculata,Reptiles,2,4520.632,NA,14,1,2,2,0,10,0,-0.1638258,-0.122832
Puma concolor couguar,Mammals,Extinct,59548.03,NA,18,1,1,1,0,2,1,-0.0761354,0.01547479
Menidia extensa,Fishes,1,8424.245,1,8,2,2,2,0,8,0,-0.1315065,-0.1188259
Panthera onca,Mammals,1,937521.7,1,5,3,1,2,1,6,0,1.6648,27.57663
Etheostoma etowahae,Fishes,1,8683006,1,2,3,2,2,0,145,0,-0.1169882,-0.1043591
Noturus placidus,Fishes,2,89182.02,3,8,2,2,2,1,28,0,-0.04641164,-0.08672277
Dermochelys coriacea,Reptiles,2,10787353,5,1,3,2,3,NA,1,0,4.743017,0.1297637
Oregonichthys crameri,Fishes,3,569974.2,NA,8,2,2,2,0,2,0,-0.09943454,-0.07542811
Ambystoma mavortium stebbinsi,Amphibians,1,348240.1,1,3,3,2,1,0,33,1,-0.1638258,-0.1187184
Anaxyrus houstonensis,Amphibians,1,242221,1,2,3,2,2,1,24,1,-0.1638258,-0.02977915
Gambusia nobilis,Fishes,2,98871.04,1,2,3,2,2,0,43,0,-0.05191771,-0.09509659
Lanius ludovicianus mearnsi,Birds,1,2261478,1,12,2,1,1,0,29,0,-0.09601368,-0.09800844
Loxops mana,Birds,2,221295.8,1,8,2,2,2,0,5,1,-0.1638258,-0.1065403
Cyprinodon bovinus,Fishes,1,104904.6,1,2,3,2,2,0,44,0,-0.114191,-0.1099657
Dipodomys ingens,Mammals,2,364657.1,1,2,3,2,2,1,20,0,0.03020234,-0.07988516
Cottus paulus,Fishes,1,25158.89,1,8,2,2,2,0,73,1,-0.1638258,-0.1116607
Crenichthys nevadae,Fishes,2,105668.5,1,2,3,2,2,1,2,0,-0.1372742,-0.1068833
Eurycea rathbuni,Amphibians,1,193180.5,1,5,3,1,2,0,32,1,-0.06506793,-0.07707573
Polioptila californica californica,Birds,2,2197304,1,3,3,2,1,1,14,0,0.06548701,0.09358211
Enhydra lutris nereis,Mammals,2,1199885,1,9,2,2,1,1,1,0,0.5652773,0.140251
Palmeria dolei,Birds,1,64764.23,1,7,2,2,3,0,5,0,-0.07562477,-0.08021562
Plestiodon egregius lividus,Reptiles,2,21174.45,1,3,3,2,1,1,NA,0,-0.1638258,-0.122832
Leopardus pardalis,Mammals,1,1118891,1,5,3,1,2,1,10,0,0.3801383,1.576177
Noturus baileyi,Fishes,1,94199,1,8,2,2,2,0,28,0,-0.06057586,-0.08953578
Buteo solitarius,Birds,2,460035.5,1,14,1,2,2,0,30,0,0.04091907,-0.06469528
Rhinichthys osculus thermalis,Fishes,1,21182.42,1,12,2,1,1,1,9,0,-0.1373965,-0.09932911
Siphateles bicolor mohavensis,Fishes,1,399465.2,1,6,3,1,1,0,3,1,-0.1638258,-0.08121607
Vireo bellii pusillus,Birds,2,5192337,1,9,2,2,1,0,32,0,-0.1638258,-0.122832
Notropis mekistocholas,Fishes,1,124041.3,1,5,3,1,2,0,88,0,-0.09727985,-0.1028546
Sternula antillarum browni,Birds,2,2036138,2,18,1,1,1,1,7,1,-0.1551736,0.1826447
Corvus hawaiiensis,Birds,Extinct,739614.6,1,2,3,2,2,1,48,0,0.03549789,-0.04166066
Leptonycteris nivalis,Mammals,2,224380.9,1,5,3,1,2,0,3,0,-0.1638258,-0.122832
Dipodomys heermanni morroensis,Mammals,1,25090.59,1,6,3,1,1,1,20,0,-0.1243793,-0.1152596
Cynomys parvidens,Mammals,2,327987.7,1,8,2,2,2,1,5,0,0.02196228,-0.03513145
Rallus obsoletus yumanensis,Birds,3,3940914,2,6,3,1,1,0,9,0,-0.1638258,-0.122832
Xyrauchen texanus,Fishes,1,11129751,3,1,3,2,3,1,1,0,0.836384,0.7353393
Eschrichtius robustus,Mammals,4,491937.2,NA,NA,NA,NA,NA,NA,1,0,2.391285,1.440083
Puffinus newelli,Birds,2,669187.9,1,3,3,2,1,0,32,0,-0.1638258,-0.122832
Salmo salar,Fishes,4,10434129,1,1,3,2,3,NA,32,0,22.89112,8.989772
Oryzomys palustris argentatus,Mammals,2,29018.11,1,3,3,2,1,1,12,0,-0.1638258,-0.122832
Eumetopias jubatus,Mammals,3,41093101,NA,7,2,2,3,NA,1,0,3.388034,1.943817
Lepidomeda vittata,Fishes,1,79461.12,1,5,3,1,2,1,5,0,-0.01785136,-0.06356577
Haliaeetus leucocephalus,Birds,5,5409596,NA,8,2,2,2,0,8,0,4.95158,11.20206
Ambystoma californiense,Amphibians,2,2988487,1,3,3,2,1,1,33,0,0.3371873,0.1814327
Rallus obsoletus levipes,Birds,1,472134.5,1,6,3,1,1,0,9,0,-0.1638258,-0.122832
Notropis girardi,Fishes,2,53470.05,3,5,3,1,2,1,88,0,0.0206505,-0.06555351
Zapus hudsonius preblei,Mammals,2,2100631,1,9,2,2,1,1,3,0,-0.1638258,-0.122832
Cyprinodon radiosus,Fishes,1,60735.39,1,2,3,2,2,0,44,0,-0.1120847,-0.1027339
Corynorhinus townsendii ingens,Mammals,1,345849.4,3,3,3,2,1,0,3,0,-0.1638258,-0.122832
Strix occidentalis caurina,Birds,3,10512276,2,3,3,2,1,1,22,0,1.481151,2.229205
Sorex ornatus relictus,Mammals,1,24339.24,1,3,3,2,1,1,77,0,-0.109592,-0.09789897
Etheostoma okaloosae,Fishes,2,329849,1,11,2,1,2,0,145,0,-0.1388348,-0.1133569
Loxops coccineus,Birds,1,462581,1,8,2,2,2,0,5,0,-0.1638258,-0.122832
Aplodontia rufa nigra,Mammals,1,94954.9,1,9,2,2,1,1,1,0,-0.08806668,-0.1123066
Eurycea sosorum,Amphibians,1,896684.6,1,2,3,2,2,1,32,1,-0.09696828,-0.08607976
Myotis grisescens,Mammals,3,1756144,5,8,2,2,2,0,143,0,0.6666892,-0.1051896
Etheostoma akatulo,Fishes,1,217436.6,1,5,3,1,2,0,145,0,-0.1638258,-0.1195566
Rhinichthys osculus lethoporus,Fishes,1,62308.68,1,9,2,2,1,1,9,0,-0.154987,-0.122832
Chelonia mydas,Reptiles,3,6961276,5,1,3,2,3,NA,1,0,9.416274,0.4739741
Gila intermedia,Fishes,2,1263068,1,2,3,2,2,1,20,0,-0.0850676,-0.08125425
Antilocapra americana sonoriensis,Mammals,1,2514523,1,3,3,2,1,0,1,0,-0.06484308,0.2800555
Setophaga chrysoparia,Birds,2,3973466,1,2,3,2,2,1,37,0,-0.1638258,-0.122832
Percina jenkinsi,Fishes,1,59083.56,1,5,3,1,2,0,49,1,-0.1044326,-0.09680459
Herpailurus yagouaroundi cacomitli,Mammals,1,427416.6,1,6,3,1,1,0,2,0,-0.1638258,-0.118903
Neotoma floridana smalli,Mammals,1,233295.8,1,3,3,2,1,1,23,0,-0.1216951,-0.1138681
Rangifer tarandus caribou,Mammals,1,689720.3,2,3,3,2,1,1,1,0,0.6336586,0.5108973
Acipenser brevirostrum,Fishes,3,849840.1,NA,5,3,1,2,NA,21,0,0.9243058,0.3952222
Etheostoma fonticola,Fishes,1,392635.9,1,2,3,2,2,1,145,0,-0.0751994,-0.09340856
Peromyscus polionotus trissyllepsis,Mammals,1,244983.9,1,3,3,2,1,1,57,0,-0.1638258,-0.122832
Antigone canadensis pulla,Birds,1,407579.8,1,6,3,1,1,1,NA,1,-0.1638258,-0.04858924
Oncorhynchus clarkii seleniris,Fishes,2,336525.8,1,9,2,2,1,0,15,0,-0.1638258,-0.07652831
Gopherus polyphemus,Reptiles,3,505911.2,1,9,2,2,1,0,6,0,1.231555,0.6463106
Canis lupus,Mammals,4,11908775,5,14,1,2,2,1,8,0,11.16477,3.708684
Caretta caretta,Reptiles,3,10408420,5,5,3,1,2,NA,1,0,8.551304,0.2867492
Gambusia gaigei,Fishes,1,55497.56,1,2,3,2,2,0,43,0,-0.1009837,-0.08613312
Peromyscus polionotus phasma,Mammals,1,20036.04,1,6,3,1,1,1,57,0,-0.1638258,-0.122832
Empidonax traillii extimus,Birds,2,18084121,3,3,3,2,1,1,15,0,0.8542472,1.056035
Siphateles boraxobius,Fishes,1,89934.51,1,2,3,2,2,0,3,0,-0.1638258,-0.09813916
Sylvilagus bachmani riparius,Mammals,1,367551,1,6,3,1,1,1,23,0,-0.01344357,-0.08821283
Vireo atricapilla,Birds,2,3846780,NA,8,2,2,2,0,32,0,-0.1638258,-0.122832
Pseudonestor xanthophrys,Birds,1,137861.6,1,1,3,2,3,0,1,0,-0.1638258,-0.122832
Rana draytonii,Amphibians,2,27952717,1,6,3,1,1,1,63,0,-0.1638258,-0.122832
Notropis topeka,Fishes,3,755423.7,2,8,2,2,2,1,88,0,0.08230058,0.0775609
Orcinus orca,Mammals,4,1272861,NA,3,3,2,1,NA,1,0,5.697533,2.682058
Cyprinella formosa,Fishes,1,71207.64,1,2,3,2,2,0,33,0,-0.1156045,-0.1087996
Batrachoseps major aridus,Amphibians,1,426904.3,1,8,2,2,2,0,21,1,-0.1638258,-0.106613
Etheostoma chermocki,Fishes,1,113.8412,1,2,3,2,2,0,145,0,-0.1318315,-0.1209603
Polysticta stelleri,Birds,2,2357371,1,3,3,2,1,0,1,0,-0.1638258,-0.122832
Gila ditaenia,Fishes,1,357916.6,1,2,3,2,2,1,20,0,-0.1213872,-0.1089463
Gila elegans,Fishes,1,4673290,3,5,3,1,2,1,20,0,0.3989725,0.5094538
Megaptera novaeangliae,Mammals,3,2457122,NA,3,3,2,1,NA,1,0,4.782755,1.96744
Moapa coriacea,Fishes,1,199726.3,1,1,3,2,3,0,1,0,-0.1069291,-0.09381384
Lithobates chiricahuensis,Amphibians,2,1133516,1,2,3,2,2,1,51,1,-0.156846,-0.03342712
Sylvilagus palustris hefneri,Mammals,1,144610.1,1,6,3,1,1,1,23,0,-0.1115222,-0.1210612
Ovis canadensis nelsoni,Mammals,4,1104666,1,3,3,2,1,NA,5,0,0.1049609,0.5116241
Cyprinodon macularius,Fishes,1,512249.9,2,2,3,2,2,1,44,0,0.245039,0.04880493
Speoplatyrhinus poulsoni,Fishes,1,5692.058,1,1,3,2,3,0,1,0,-0.003057486,-0.1005775
Acipenser medirostris,Fishes,3,1190307,NA,5,3,1,2,NA,21,0,0.5639858,0.3972125
Urocyon littoralis littoralis,Mammals,1,319540.7,NA,3,3,2,1,0,2,0,-0.1122706,-0.1083834
Nerodia sipedon insularum,Reptiles,2,64723.25,NA,3,3,2,1,1,10,0,-0.02935829,-0.1134504
Graptemys oculifera,Reptiles,2,13433.26,1,14,1,2,2,0,14,0,-0.03350709,-0.1058342
Etheostoma chienense,Fishes,1,21743.66,1,5,3,1,2,0,145,0,-0.1429327,-0.1211214
Etheostoma sellare,Fishes,Prob. Extinct,6024.474,1,5,3,1,2,0,145,0,-0.1289344,-0.1166564
Sternotherus depressus,Reptiles,2,6261.263,1,14,1,2,2,0,4,0,-0.02457102,-0.08509075
Notropis albizonatus,Fishes,1,5264.015,1,5,3,1,2,0,88,0,-0.1195161,-0.1144426
Paroreomyza flammea,Birds,Prob. Extinct,4098.281,1,5,3,1,2,0,3,0,-0.1372185,-0.1101125
Lithobates capito,Amphibians,3,933952.8,NA,5,3,1,2,0,51,0,-0.1638258,-0.1184362
Mycteria americana,Birds,3,19231111,1,5,3,1,2,1,4,0,1.048491,0.5550804
Percina antesella,Fishes,1,65022.65,1,5,3,1,2,0,49,0,-0.09223866,-0.1002894
Crenichthys baileyi grandis,Fishes,1,23201.97,1,3,3,2,1,1,2,1,-0.1476884,-0.1140644
Etheostoma nianguae,Fishes,2,534006.1,1,8,2,2,2,0,145,0,-0.1163258,-0.10682
Cyprinella caerulea,Fishes,2,82762.52,1,8,2,2,2,0,33,0,-0.05073976,-0.07922773
Charadrius melodus,Birds,3,15816412,5,2,3,2,2,1,31,0,1.347966,1.656863
Chasmistes cujus,Fishes,1,1233394,1,14,1,2,2,0,5,0,-0.1638258,-0.122832
Crocodylus acutus,Reptiles,2,2545881,1,2,3,2,2,1,14,0,0.8861279,0.181976
Myadestes myadestinus,Birds,Prob. Extinct,4098.281,1,5,3,1,2,0,12,1,-0.1232373,-0.099223
Salvelinus confluentus,Fishes,4,35486284,3,9,2,2,1,1,47,0,1.74094,4.977868
Falco femoralis septentrionalis,Birds,1,1663390,1,3,3,2,1,0,39,0,-0.06415785,-0.07638873
Percina pantherina,Fishes,2,175110.5,2,11,2,1,2,1,49,0,-0.08296737,-0.1069981
Thamnophis gigas,Reptiles,2,5327715,1,2,3,2,2,1,35,0,-0.1638258,-0.122832
Thamnophis sirtalis tetrataenia,Reptiles,2,60517.96,1,3,3,2,1,1,35,0,-0.1638258,-0.122832
Erimystax cahni,Fishes,1,10701.07,2,5,3,1,2,0,5,1,-0.1293312,-0.1013259
Gallinula galeata sandvicensis,Birds,2,559546.3,1,9,2,2,1,0,9,0,-0.1638258,-0.122832
Branta sandvicensis,Birds,1,1393813,1,2,3,2,2,0,7,0,0.1802552,0.04466833
Lepidochelys olivacea,Reptiles,1,2521377,2,5,3,1,2,NA,2,0,2.474892,-0.04062391
Coluber lateralis euryxanthus,Reptiles,2,1202670,1,9,2,2,1,1,12,1,-0.1638258,0.00283582
Cyprinodon diabolis,Fishes,1,1182698,1,5,3,1,2,0,44,0,-0.1638258,-0.122832
Akialoa ellisiana,Birds,Extinct,30424.05,1,5,3,1,2,0,4,0,-0.1638258,-0.122832
Leptonycteris yerbabuenae,Mammals,2,731429.4,NA,8,2,2,2,0,3,0,-0.1638258,-0.122832
Odocoileus virginianus leucurus,Mammals,2,761266,1,9,2,2,1,0,2,0,-0.1638258,-0.122832
Vermivora bachmanii,Birds,Prob. Extinct,591.974,1,5,3,1,2,0,5,0,-0.1638258,-0.122832
Anaxyrus californicus,Amphibians,2,1872310,1,8,2,2,2,0,24,1,-0.1624298,0.2943463
Eurycea nana,Amphibians,1,117034.4,1,2,3,2,2,1,32,0,-0.07143431,-0.101031
Canis rufus,Mammals,1,1356130,1,5,3,1,2,1,8,0,0.8187391,1.4197
Rhinichthys osculus oligoporus,Fishes,1,11953.32,1,9,2,2,1,1,9,0,-0.1565032,-0.1226775
