taxon,listed,status,ngram_science,ngram_common,ngenus,probs
Amphibians,0,5,-0.115371485388879,-0.0206291543758671,NA,0
Reptiles,0,5,1.69877502181026,0.0191619487230956,2,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,8,0
Amphibians,0,3,0.117483819893529,-0.0206291543758671,59,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,5,0
Amphibians,0,5,0.162334325697365,-0.0202128389290522,59,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,6,0
Fishes,0,UNK,-0.0661636774780391,-0.0206291543758671,1,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,1,0
Mammals,0,3,-0.0939101458148693,-0.0206291543758671,NA,0
Invertebrates,0,UNK,0.15088833036087199,0.00337949349899562,40,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,1,0
Invertebrates,0,UNK,-0.0994962225200561,-0.0206291543758671,59,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,59,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,59,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,59,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,59,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,59,0
Invertebrates,0,UNK,-0.0951665248849647,-0.0206291543758671,59,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,10,0
Birds,0,Extinct,-0.110962165046943,-0.0206291543758671,NA,0
Mammals,0,4,-0.0840856100167439,-0.0206291543758671,NA,0
Invertebrates,0,UNK,-0.113456741467953,-0.0206291543758671,2,0
Invertebrates,0,UNK,0.0188399165684501,-0.0199030890626952,3,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,3,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,2,0
Birds,0,1,-0.115371485388879,-0.0206291543758671,NA,0
Invertebrates,0,UNK,-0.0854832265916027,-0.0120007889218855,4,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,1,0
Invertebrates,0,UNK,-0.0969399492271785,-0.0206291543758671,2,0
Invertebrates,0,UNK,-0.11373418817421,-0.0206291543758671,2,0
Invertebrates,0,UNK,-0.00760106794432795,-0.0206291543758671,3,0
Fishes,1,1,-0.115371485388879,-0.0206291543758671,9,0
Reptiles,1,1,-0.115371485388879,-0.0206291543758671,44,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,289,0
Mammals,0,UNK,-0.115371485388879,-0.0206291543758671,NA,0
Fishes,0,UNK,-0.0779895742003617,-0.0197998371297022,6,0
Invertebrates,0,UNK,-0.111794261780082,-0.0206291543758671,47,0
Birds,0,4,0.177929707506865,-0.0075280296132767,4,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,47,0
Invertebrates,0,UNK,-0.111899037075725,-0.0206291543758671,47,0
Mammals,0,3,-0.115371485388879,-0.0206291543758671,20,0
Birds,0,5,4.22388376162958,0.413666506995113,12,0
Mammals,0,2,-0.0899257169870318,-0.0206291543758671,NA,0
Invertebrates,0,UNK,-0.0929895188517048,-0.0206291543758671,23,0
Birds,0,UNK,-0.104807729321463,-0.0206291543758671,7,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,8,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,5,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,48,0
Reptiles,0,4,-0.0371428885488274,-0.0206291543758671,6,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,48,0
Amphibians,0,4,0.220427250505296,-0.0206291543758671,4,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,24,0
Invertebrates,0,UNK,-0.0901356465574226,-0.0206291543758671,1,0
Invertebrates,0,UNK,-0.0934264937918777,-0.0206291543758671,11,0
Birds,0,5,1.41170546382586,-0.0206291543758671,2,0
Birds,0,5,1.12243143689063,0.165884789983647,4,0
Mammals,0,Extinct,-0.115371485388879,-0.0206291543758671,NA,0
Fishes,0,UNK,1.12115758406528,-0.0172003150620596,19,0
Amphibians,0,2,-0.0176426378210281,-0.0171941231298089,21,0
Invertebrates,0,UNK,-0.106773572624049,-0.0206291543758671,18,0
Invertebrates,0,UNK,-0.112254907443234,-0.0206291543758671,18,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,5,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,2,0
Mammals,0,5,-0.0767875224120798,0.00719857791646599,28,0
Reptiles,0,5,-0.115371485388879,-0.0206291543758671,NA,0
Invertebrates,0,UNK,-0.107437008081005,-0.0206291543758671,15,0
Fishes,0,UNK,0.0878212536880182,-0.018856202431555,26,0
Reptiles,0,5,-0.102738656956693,-0.0132109420248484,NA,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,14,0
Fishes,0,4,0.0314658210807787,-0.0186899512797073,40,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,5,0
Birds,0,3,0.349102094550593,0.0240436363714157,3,0
Fishes,0,5,0.46928013137002,-0.00632113250177803,6,0
Mammals,0,3,-0.115371485388879,-0.0206291543758671,9,0
Amphibians,0,2,-0.115371485388879,-0.0206291543758671,7,0
Mammals,0,1,-0.0542173853069767,-0.0204398248066225,28,0
Birds,1,3,0.288149353390444,0.0252990349645517,3,0
Fishes,1,Extinct,-0.115371485388879,-0.0206291543758671,28,0
Mammals,0,5,0.132962454907615,-0.0168117995373853,37,0
Amphibians,0,3,0.0339272527659138,-0.0197868672668096,24,0
Mammals,0,Prob. Extinct,-0.076963855663614,-0.0202370511145292,77,0
Amphibians,0,4,-0.0635708116063331,-0.0206291543758671,7,0
Fishes,0,5,-0.00597142139334428,-0.0190915494651639,28,0
Reptiles,0,4,0.135526719834807,-0.0197664796636611,18,0
Reptiles,0,5,-0.0855868000855577,-0.0206291543758671,NA,0
Fishes,0,4,0.0884207471131509,-0.0154501601345736,88,0
Birds,0,3,0.00336601665397893,-0.0162937975675489,15,0
Fishes,0,UNK,6.55535754192425,0.906954128302465,8,0
Amphibians,0,5,0.0335675963088707,-0.0206291543758671,NA,0
Birds,0,5,0.0559705784719667,-0.0206291543758671,NA,0
Reptiles,0,3,-0.091407908667222,-0.0175457160204329,7,0
Mammals,0,1,-0.115371485388879,-0.0206291543758671,NA,0
Fishes,0,5,0.615511800085037,-0.00882772796044342,40,0
Fishes,0,UNK,-0.115371485388879,-0.0206291543758671,2,0
Fishes,0,4,-0.115371485388879,-0.0206291543758671,73,0
Reptiles,0,5,-0.0320427183364204,-0.0206291543758671,2,0
Fishes,0,UNK,-0.0868526291328359,-0.0206291543758671,13,0
Fishes,0,5,0.110583432056295,-0.0157848604007788,23,0
Amphibians,0,5,-0.0499614749722322,-0.0182752372005731,33,0
Fishes,0,5,0.857394951906382,0.00370305696614212,2,0
Reptiles,0,3,-0.0191730026309276,0.0277930197720965,2,0
Fishes,0,5,-0.0629092524092051,-0.0198673129904106,6,0
Birds,0,5,1.57099669408749,0.0166267208159196,8,0
Fishes,0,Extinct,-0.0128875993962851,-0.0130047538307128,63,0
Birds,0,5,0.745153491081146,-0.0206291543758671,7,0
Mammals,0,4,0.109331409667545,-0.0161248089141311,77,0
Mammals,0,2,-0.115371485388879,-0.0206291543758671,10,0
Fishes,0,UNK,0.026393941127256,-0.018615816789116,64,0
Fishes,0,5,7.49187036389354,0.403696930374609,5,0
Mammals,0,3,-0.115371485388879,-0.0206291543758671,77,0
Reptiles,1,1,-0.115371485388879,-0.0206291543758671,7,0
Fishes,0,5,1.17503906193209,-0.00392292456988325,13,0
Fishes,0,UNK,0.0552072864678556,-0.0174151791272795,24,0
Reptiles,0,5,-0.0967320549529183,-0.0198118144372389,NA,0
Fishes,0,UNK,-0.115371485388879,-0.0206291543758671,1,0
Amphibians,0,5,1.39096616284788,-0.0206291543758671,4,0
Mammals,0,5,0.203003586603577,-0.0151116863095082,10,0
Mammals,0,4,NA,NA,3,0
Birds,0,1,2.44406289824538,0.010073527881117,3,0
Birds,0,UNK,-0.102565324531916,-0.0206291543758671,NA,0
Fishes,0,UNK,-0.0783394245350461,-0.0206291543758671,7,0
Fishes,0,5,-0.0698981382525845,-0.0206291543758671,16,0
Amphibians,0,3,-0.0643348410101038,-0.0199964919208751,59,0
Reptiles,0,5,3.30053532188198,0.0101418366409767,5,0
Fishes,0,2,-0.115371485388879,-0.0206291543758671,33,0
Birds,1,1,-0.115371485388879,-0.0206291543758671,7,0
Birds,0,4,0.415370321534351,-0.0206291543758671,30,0
Fishes,0,1,-0.115371485388879,-0.0206291543758671,3,0
Birds,0,4,0.634876811660684,0.0202272835955586,1,0
Fishes,0,UNK,2.72604102557039e-5,NA,112,0
Birds,0,5,1.02262772616179,-0.0206291543758671,2,0
Mammals,0,1,-0.076306973559913,-0.0185945054578895,77,0
Fishes,0,UNK,0.724232695839168,0.00673852270459451,14,0
Amphibians,0,5,0.139712747951544,-0.0206291543758671,2,0
Fishes,0,5,0.624010829733078,-0.00617493128282101,40,0
Amphibians,0,5,-0.0542661761705417,0.0742820473426039,51,0
Birds,0,3,-0.0782604392553182,-0.0206291543758671,9,0
Fishes,0,5,1.43885969196272,0.0420517877300299,9,0
Mammals,0,5,4.23822101817443,1.00903353303303,1,0
Fishes,0,5,2.68201178688115,0.151491951518311,1,0
Fishes,0,5,0.69399387207738,-0.0118187914375235,11,0
Birds,0,5,0.53891352241137,0.179072693394117,13,0
Amphibians,0,2,0.00762982177513686,-0.0191396332049516,7,0
Birds,0,UNK,-0.10329370065651,-0.020413384771856,NA,0
Mammals,0,Prob. Extinct,-0.115371485388879,-0.0206291543758671,NA,0
Birds,0,5,0.999891259741437,0.0795211466931384,9,0
Fishes,0,5,-0.0759770139156727,-0.0199746054764657,4,0
Fishes,0,UNK,-0.0960253516226946,-0.0206291543758671,63,0
Birds,0,5,2.61031327802287,-0.0206291543758671,6,0
Fishes,1,1,-0.0952890139739795,-0.0204674487096536,9,0
Mammals,0,5,6.01608314683429,-0.0206291543758671,10,0
Fishes,0,UNK,-0.115371485388879,-0.0206291543758671,10,0
Reptiles,0,5,-0.100805107109111,-0.0138404341148454,44,0
Reptiles,0,4,-0.0936245732268273,-0.0206291543758671,35,0
Reptiles,0,5,-0.0529098975453878,-0.0206291543758671,35,0
Mammals,0,1,-0.0817539369565587,-0.0202933997426065,NA,0
Birds,0,5,1.42142220005876,0.149046147691755,6,0
Fishes,0,4,-0.0801291191803765,-0.0199073595306651,88,0
Fishes,0,3,-0.074563087571056,-0.0145975209047518,18,0
Fishes,0,3,-0.0896510125313285,-0.0204201492891314,6,0
Birds,1,Prob. Extinct,0.569614647528409,0.0536033022471837,8,0
Reptiles,0,5,0.0476345656813902,-0.0170000238830472,44,0
Birds,0,5,0.664428533104276,0.0526352888127957,1,0
Fishes,0,4,-0.100702482497046,-0.0194941465302889,8,0
Mammals,0,5,0.859673917627735,-0.0206291543758671,32,0
Fishes,0,5,0.109660846358759,-0.00594679466752626,33,0
Mammals,0,1,-0.115371485388879,-0.0206291543758671,20,0
Fishes,0,Extinct,-0.0898824120667174,-0.0194311562962693,2,0
Birds,0,5,-0.105028832742442,2.0615089251405e-4,7,0
Fishes,0,4,-0.05614822477536,-0.0206291543758671,88,0
Birds,1,Prob. Extinct,-0.115371485388879,-0.0206291543758671,5,0
Fishes,0,UNK,0.177893794337532,-0.01926965718426,5,0
Fishes,0,UNK,-0.0246660573280111,-0.0195785985880776,19,0
Amphibians,0,3,-5.52497659236e-4,-0.00202712425249454,5,0
Fishes,0,2,-0.0891554253665897,-0.0185071195358132,73,0
Reptiles,0,3,-0.115371485388879,-0.0206291543758671,52,0
Birds,1,3,-0.110476067682922,0.0207908474993606,31,0
Amphibians,0,2,-0.0402826707483518,-0.0196530791059768,59,0
Mammals,0,5,-0.0758881510634221,-0.0206291543758671,4,0
Amphibians,0,4,1.0399963865289,-0.0109500544484964,33,0
Fishes,0,3,0.100815383885918,-0.0153099652682484,1,0
Reptiles,0,5,1.66891905720508,0.00700081529467391,1,0
Birds,0,3,0.0467781148899437,-0.0123655249948445,32,0
Reptiles,0,4,0.752694292103853,-0.0206291543758671,1,0
Reptiles,0,4,-0.0818086327379045,-0.0206291543758671,10,0
Mammals,1,1,-0.115371485388879,-0.0206291543758671,57,0
Amphibians,0,4,-0.115371485388879,-0.0206291543758671,NA,0
Birds,0,5,1.42073888693871,-0.0206291543758671,51,0
Fishes,0,5,0.150396330061652,-0.0171180068300499,40,0
Fishes,0,5,0.364428034347554,-0.0143632027888643,2,0
Birds,0,5,1.88160820251507,-0.0206291543758671,32,0
Birds,0,5,1.98175821739752,0.0155668786039953,32,0
Mammals,0,4,0.662914712268126,-5.6213276310288e-4,143,0
Plants,0,UNK,-0.115371485388879,-0.0206291543758671,109,0
Birds,0,3,0.0422216237953693,0.0170002627554877,19,0
Mammals,1,2,0.816763694299106,-0.0173339929855766,143,0
Plants,0,UNK,-0.115371485388879,-0.0206291543758671,NA,0
Fungi,0,UNK,-0.0908809955810809,-0.0206291543758671,513,0
Plants,0,UNK,-0.115371485388879,-0.0206291543758671,72,0
Plants,0,UNK,-0.115371485388879,-0.0206291543758671,NA,0
Plants,0,UNK,-0.115371485388879,-0.0206291543758671,NA,0
Invertebrates,0,2,-0.115371485388879,-0.0206291543758671,13,0
Fishes,0,3,-0.115371485388879,-0.0206291543758671,145,0
Plants,0,UNK,-0.115371485388879,-0.0206291543758671,NA,0
Fishes,0,4,-0.0574032500098681,-0.0195540337514046,49,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,13,0
Plants,0,UNK,-0.0699181107605967,-0.0206291543758671,NA,0
Plants,0,UNK,-0.115371485388879,-0.0206291543758671,91,0
Fishes,0,3,-0.0324294092664469,-0.0159364984219973,26,0
Fishes,0,5,2.66681141729381,0.380543586257076,6,0
Birds,0,5,1.00589956882566,-0.0206291543758671,8,0
Fishes,0,UNK,-0.04702994835181,-0.0194178796928752,18,0
Fishes,0,5,0.379867282054284,-0.0036922441371145,145,0
Amphibians,0,5,0.216056389740253,-0.0206291543758671,59,0
Birds,0,5,0.132780659716495,-0.0206291543758671,31,0
Birds,0,5,1.23861958361563,0.111982151025933,31,0
Birds,0,4,-0.10381847978793,-0.0206291543758671,13,0
Mammals,0,3,-0.0926954501838216,-0.0206291543758671,62,0
Fishes,0,5,3.03939066910152,0.0995612407855546,3,0
Amphibians,0,3,-0.103024524959675,-0.0206291543758671,NA,0
Reptiles,0,4,2.64271165466928,0.0627602601928466,44,0
Amphibians,0,5,0.522953387548086,-0.0192639860717853,32,0
Reptiles,0,2,-0.102102601670373,-0.0206291543758671,14,0
Mammals,0,5,3.09152977997246,-0.0206291543758671,20,0
Plants,0,UNK,0.31949521394915,-0.0170361224577208,59,0
Mammals,0,3,-0.0941031108986958,-0.00892482313065194,18,0
Fishes,0,UNK,0.211003162798178,-0.0177587697260792,72,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,4,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,6,0
Mammals,0,5,-0.0930394903334831,-0.0206291543758671,18,0
Invertebrates,0,UNK,-0.115371485388879,-0.0206291543758671,3,0
